Entity,Code,Year,1_1_LandArea_sq_km
Georgia,GEO,1990,69490
Georgia,GEO,1991,69490
Georgia,GEO,1992,69490
Georgia,GEO,1993,69490
Georgia,GEO,1994,69490
Georgia,GEO,1995,69490
Georgia,GEO,1996,69490
Georgia,GEO,1997,69490
Georgia,GEO,1998,69490
Georgia,GEO,1999,69490
Georgia,GEO,2000,69490
Georgia,GEO,2001,69490
Georgia,GEO,2002,69490
Georgia,GEO,2003,69490
Georgia,GEO,2004,69490
Georgia,GEO,2005,69490
Georgia,GEO,2006,69490
Georgia,GEO,2007,69490
Georgia,GEO,2008,69490
Georgia,GEO,2009,69490
Georgia,GEO,2010,69490
Georgia,GEO,2011,69490
Georgia,GEO,2012,69490
Georgia,GEO,2013,69490
Georgia,GEO,2014,69490
Georgia,GEO,2015,69490
Georgia,GEO,2016,69490
Georgia,GEO,2017,69490
Georgia,GEO,2018,69490
Georgia,GEO,2019,69490
Georgia,GEO,2020,69490
Georgia,GEO,2021,69490
Iran,IRN,1961,1628760
Iran,IRN,1962,1628760
Iran,IRN,1963,1628760
Iran,IRN,1964,1628760
Iran,IRN,1965,1628760
Iran,IRN,1966,1628760
Iran,IRN,1967,1628760
Iran,IRN,1968,1628760
Iran,IRN,1969,1628760
Iran,IRN,1970,1628760
Iran,IRN,1971,1628760
Iran,IRN,1972,1628760
Iran,IRN,1973,1628760
Iran,IRN,1974,1628760
Iran,IRN,1975,1628760
Iran,IRN,1976,1628760
Iran,IRN,1977,1628760
Iran,IRN,1978,1628760
Iran,IRN,1979,1628760
Iran,IRN,1980,1628760
Iran,IRN,1981,1628760
Iran,IRN,1982,1628760
Iran,IRN,1983,1628760
Iran,IRN,1984,1628760
Iran,IRN,1985,1628760
Iran,IRN,1986,1628760
Iran,IRN,1987,1628760
Iran,IRN,1988,1628760
Iran,IRN,1989,1628760
Iran,IRN,1990,1628760
Iran,IRN,1991,1628760
Iran,IRN,1992,1628760
Iran,IRN,1993,1628760
Iran,IRN,1994,1628760
Iran,IRN,1995,1628760
Iran,IRN,1996,1628760
Iran,IRN,1997,1628760
Iran,IRN,1998,1628760
Iran,IRN,1999,1628760
Iran,IRN,2000,1628760
Iran,IRN,2001,1628760
Iran,IRN,2002,1628760
Iran,IRN,2003,1628760
Iran,IRN,2004,1628760
Iran,IRN,2005,1628760
Iran,IRN,2006,1628760
Iran,IRN,2007,1628760
Iran,IRN,2008,1628760
Iran,IRN,2009,1628760
Iran,IRN,2010,1628760
Iran,IRN,2011,1628760
Iran,IRN,2012,1628760
Iran,IRN,2013,1628760
Iran,IRN,2014,1628760
Iran,IRN,2015,1628760
Iran,IRN,2016,1628760
Iran,IRN,2017,1628760
Iran,IRN,2018,1628760
Iran,IRN,2019,1628760
Iran,IRN,2020,1628760
Iran,IRN,2021,1628760
Israel,ISR,1961,21640
Israel,ISR,1962,21640
Israel,ISR,1963,21640
Israel,ISR,1964,21640
Israel,ISR,1965,21640
Israel,ISR,1966,21640
Israel,ISR,1967,21640
Israel,ISR,1968,21640
Israel,ISR,1969,21640
Israel,ISR,1970,21640
Israel,ISR,1971,21640
Israel,ISR,1972,21640
Israel,ISR,1973,21640
Israel,ISR,1974,21640
Israel,ISR,1975,21640
Israel,ISR,1976,21640
Israel,ISR,1977,21640
Israel,ISR,1978,21640
Israel,ISR,1979,21640
Israel,ISR,1980,21640
Israel,ISR,1981,21640
Israel,ISR,1982,21640
Israel,ISR,1983,21640
Israel,ISR,1984,21640
Israel,ISR,1985,21640
Israel,ISR,1986,21640
Israel,ISR,1987,21640
Israel,ISR,1988,21640
Israel,ISR,1989,21640
Israel,ISR,1990,21640
Israel,ISR,1991,21640
Israel,ISR,1992,21640
Israel,ISR,1993,21640
Israel,ISR,1994,21640
Israel,ISR,1995,21640
Israel,ISR,1996,21640
Israel,ISR,1997,21640
Israel,ISR,1998,21640
Israel,ISR,1999,21640
Israel,ISR,2000,21640
Israel,ISR,2001,21640
Israel,ISR,2002,21640
Israel,ISR,2003,21640
Israel,ISR,2004,21640
Israel,ISR,2005,21640
Israel,ISR,2006,21640
Israel,ISR,2007,21640
Israel,ISR,2008,21640
Israel,ISR,2009,21640
Israel,ISR,2010,21640
Israel,ISR,2011,21640
Israel,ISR,2012,21640
Israel,ISR,2013,21640
Israel,ISR,2014,21640
Israel,ISR,2015,21640
Israel,ISR,2016,21640
Israel,ISR,2017,21640
Israel,ISR,2018,21640
Israel,ISR,2019,21640
Israel,ISR,2020,21640
Israel,ISR,2021,21640
Jordan,JOR,1961,88240
Jordan,JOR,1962,88240
Jordan,JOR,1963,88240
Jordan,JOR,1964,88240
Jordan,JOR,1965,88240
Jordan,JOR,1966,88240
Jordan,JOR,1967,88240
Jordan,JOR,1968,88240
Jordan,JOR,1969,88240
Jordan,JOR,1970,88240
Jordan,JOR,1971,88240
Jordan,JOR,1972,88240
Jordan,JOR,1973,88240
Jordan,JOR,1974,88240
Jordan,JOR,1975,88240
Jordan,JOR,1976,88240
Jordan,JOR,1977,88240
Jordan,JOR,1978,88240
Jordan,JOR,1979,88240
Jordan,JOR,1980,88240
Jordan,JOR,1981,88240
Jordan,JOR,1982,88240
Jordan,JOR,1983,88240
Jordan,JOR,1984,88240
Jordan,JOR,1985,88240
Jordan,JOR,1986,88240
Jordan,JOR,1987,88240
Jordan,JOR,1988,88240
Jordan,JOR,1989,88240
Jordan,JOR,1990,88240
Jordan,JOR,1991,88240
Jordan,JOR,1992,88240
Jordan,JOR,1993,88240
Jordan,JOR,1994,88240
Jordan,JOR,1995,88240
Jordan,JOR,1996,88240
Jordan,JOR,1997,88240
Jordan,JOR,1998,88240
Jordan,JOR,1999,88240
Jordan,JOR,2000,88240
Jordan,JOR,2001,88240
Jordan,JOR,2002,88240
Jordan,JOR,2003,88240
Jordan,JOR,2004,88240
Jordan,JOR,2005,88240
Jordan,JOR,2006,88240
Jordan,JOR,2007,88240
Jordan,JOR,2008,88240
Jordan,JOR,2009,88780
Jordan,JOR,2010,88780
Jordan,JOR,2011,88780
Jordan,JOR,2012,88780
Jordan,JOR,2013,88780
Jordan,JOR,2014,88780
Jordan,JOR,2015,88780
Jordan,JOR,2016,88780
Jordan,JOR,2017,88780
Jordan,JOR,2018,88780
Jordan,JOR,2019,88780
Jordan,JOR,2020,88780
Jordan,JOR,2021,88780
Kazakhstan,KAZ,1961,2699700
Kazakhstan,KAZ,1962,2699700
Kazakhstan,KAZ,1963,2699700
Kazakhstan,KAZ,1964,2699700
Kazakhstan,KAZ,1965,2699700
Kazakhstan,KAZ,1966,2699700
Kazakhstan,KAZ,1967,2699700
Kazakhstan,KAZ,1968,2699700
Kazakhstan,KAZ,1969,2699700
Kazakhstan,KAZ,1970,2699700
Kazakhstan,KAZ,1971,2699700
Kazakhstan,KAZ,1972,2699700
Kazakhstan,KAZ,1973,2699700
Kazakhstan,KAZ,1974,2699700
Kazakhstan,KAZ,1975,2699700
Kazakhstan,KAZ,1976,2699700
Kazakhstan,KAZ,1977,2699700
Kazakhstan,KAZ,1978,2699700
Kazakhstan,KAZ,1979,2699700
Kazakhstan,KAZ,1980,2699700
Kazakhstan,KAZ,1981,2699700
Kazakhstan,KAZ,1982,2699700
Kazakhstan,KAZ,1983,2699700
Kazakhstan,KAZ,1984,2699700
Kazakhstan,KAZ,1985,2699700
Kazakhstan,KAZ,1986,2699700
Kazakhstan,KAZ,1987,2699700
Kazakhstan,KAZ,1988,2699700
Kazakhstan,KAZ,1989,2699700
Kazakhstan,KAZ,1990,2699700
Kazakhstan,KAZ,1991,2699700
Kazakhstan,KAZ,1992,2699700
Kazakhstan,KAZ,1993,2699700
Kazakhstan,KAZ,1994,2699700
Kazakhstan,KAZ,1995,2699700
Kazakhstan,KAZ,1996,2699700
Kazakhstan,KAZ,1997,2699700
Kazakhstan,KAZ,1998,2699700
Kazakhstan,KAZ,1999,2699700
Kazakhstan,KAZ,2000,2699700
Kazakhstan,KAZ,2001,2699700
Kazakhstan,KAZ,2002,2699700
Kazakhstan,KAZ,2003,2699700
Kazakhstan,KAZ,2004,2699700
Kazakhstan,KAZ,2005,2699700
Kazakhstan,KAZ,2006,2699700
Kazakhstan,KAZ,2007,2699700
Kazakhstan,KAZ,2008,2699700
Kazakhstan,KAZ,2009,2699700
Kazakhstan,KAZ,2010,2699700
Kazakhstan,KAZ,2011,2699700
Kazakhstan,KAZ,2012,2699700
Kazakhstan,KAZ,2013,2699700
Kazakhstan,KAZ,2014,2699700
Kazakhstan,KAZ,2015,2699700
Kazakhstan,KAZ,2016,2699700
Kazakhstan,KAZ,2017,2699700
Kazakhstan,KAZ,2018,2699700
Kazakhstan,KAZ,2019,2699700
Kazakhstan,KAZ,2020,2699700
Kazakhstan,KAZ,2021,2699700
Kuwait,KWT,1961,17820
Kuwait,KWT,1962,17820
Kuwait,KWT,1963,17820
Kuwait,KWT,1964,17820
Kuwait,KWT,1965,17820
Kuwait,KWT,1966,17820
Kuwait,KWT,1967,17820
Kuwait,KWT,1968,17820
Kuwait,KWT,1969,17820
Kuwait,KWT,1970,17820
Kuwait,KWT,1971,17820
Kuwait,KWT,1972,17820
Kuwait,KWT,1973,17820
Kuwait,KWT,1974,17820
Kuwait,KWT,1975,17820
Kuwait,KWT,1976,17820
Kuwait,KWT,1977,17820
Kuwait,KWT,1978,17820
Kuwait,KWT,1979,17820
Kuwait,KWT,1980,17820
Kuwait,KWT,1981,17820
Kuwait,KWT,1982,17820
Kuwait,KWT,1983,17820
Kuwait,KWT,1984,17820
Kuwait,KWT,1985,17820
Kuwait,KWT,1986,17820
Kuwait,KWT,1987,17820
Kuwait,KWT,1988,17820
Kuwait,KWT,1989,17820
Kuwait,KWT,1990,17820
Kuwait,KWT,1991,17820
Kuwait,KWT,1992,17820
Kuwait,KWT,1993,17820
Kuwait,KWT,1994,17820
Kuwait,KWT,1995,17820
Kuwait,KWT,1996,17820
Kuwait,KWT,1997,17820
Kuwait,KWT,1998,17820
Kuwait,KWT,1999,17820
Kuwait,KWT,2000,17820
Kuwait,KWT,2001,17820
Kuwait,KWT,2002,17820
Kuwait,KWT,2003,17820
Kuwait,KWT,2004,17820
Kuwait,KWT,2005,17820
Kuwait,KWT,2006,17820
Kuwait,KWT,2007,17820
Kuwait,KWT,2008,17820
Kuwait,KWT,2009,17820
Kuwait,KWT,2010,17820
Kuwait,KWT,2011,17820
Kuwait,KWT,2012,17820
Kuwait,KWT,2013,17820
Kuwait,KWT,2014,17820
Kuwait,KWT,2015,17820
Kuwait,KWT,2016,17820
Kuwait,KWT,2017,17820
Kuwait,KWT,2018,17820
Kuwait,KWT,2019,17820
Kuwait,KWT,2020,17820
Kuwait,KWT,2021,17820
Kyrgyzstan,KGZ,1961,191800
Kyrgyzstan,KGZ,1962,191800
Kyrgyzstan,KGZ,1963,191800
Kyrgyzstan,KGZ,1964,191800
Kyrgyzstan,KGZ,1965,191800
Kyrgyzstan,KGZ,1966,191800
Kyrgyzstan,KGZ,1967,191800
Kyrgyzstan,KGZ,1968,191800
Kyrgyzstan,KGZ,1969,191800
Kyrgyzstan,KGZ,1970,191800
Kyrgyzstan,KGZ,1971,191800
Kyrgyzstan,KGZ,1972,191800
Kyrgyzstan,KGZ,1973,191800
Kyrgyzstan,KGZ,1974,191800
Kyrgyzstan,KGZ,1975,191800
Kyrgyzstan,KGZ,1976,191800
Kyrgyzstan,KGZ,1977,191800
Kyrgyzstan,KGZ,1978,191800
Kyrgyzstan,KGZ,1979,191800
Kyrgyzstan,KGZ,1980,191800
Kyrgyzstan,KGZ,1981,191800
Kyrgyzstan,KGZ,1982,191800
Kyrgyzstan,KGZ,1983,191800
Kyrgyzstan,KGZ,1984,191800
Kyrgyzstan,KGZ,1985,191800
Kyrgyzstan,KGZ,1986,191800
Kyrgyzstan,KGZ,1987,191800
Kyrgyzstan,KGZ,1988,191800
Kyrgyzstan,KGZ,1989,191800
Kyrgyzstan,KGZ,1990,191800
Kyrgyzstan,KGZ,1991,191800
Kyrgyzstan,KGZ,1992,191800
Kyrgyzstan,KGZ,1993,191800
Kyrgyzstan,KGZ,1994,191800
Kyrgyzstan,KGZ,1995,191800
Kyrgyzstan,KGZ,1996,191800
Kyrgyzstan,KGZ,1997,191800
Kyrgyzstan,KGZ,1998,191800
Kyrgyzstan,KGZ,1999,191800
Kyrgyzstan,KGZ,2000,191800
Kyrgyzstan,KGZ,2001,191800
Kyrgyzstan,KGZ,2002,191800
Kyrgyzstan,KGZ,2003,191800
Kyrgyzstan,KGZ,2004,191800
Kyrgyzstan,KGZ,2005,191800
Kyrgyzstan,KGZ,2006,191800
Kyrgyzstan,KGZ,2007,191800
Kyrgyzstan,KGZ,2008,191800
Kyrgyzstan,KGZ,2009,191800
Kyrgyzstan,KGZ,2010,191800
Kyrgyzstan,KGZ,2011,191800
Kyrgyzstan,KGZ,2012,191800
Kyrgyzstan,KGZ,2013,191800
Kyrgyzstan,KGZ,2014,191800
Kyrgyzstan,KGZ,2015,191800
Kyrgyzstan,KGZ,2016,191800
Kyrgyzstan,KGZ,2017,191800
Kyrgyzstan,KGZ,2018,191800
Kyrgyzstan,KGZ,2019,191800
Kyrgyzstan,KGZ,2020,191800
Kyrgyzstan,KGZ,2021,191800
Lebanon,LBN,1961,10230
Lebanon,LBN,1962,10230
Lebanon,LBN,1963,10230
Lebanon,LBN,1964,10230
Lebanon,LBN,1965,10230
Lebanon,LBN,1966,10230
Lebanon,LBN,1967,10230
Lebanon,LBN,1968,10230
Lebanon,LBN,1969,10230
Lebanon,LBN,1970,10230
Lebanon,LBN,1971,10230
Lebanon,LBN,1972,10230
Lebanon,LBN,1973,10230
Lebanon,LBN,1974,10230
Lebanon,LBN,1975,10230
Lebanon,LBN,1976,10230
Lebanon,LBN,1977,10230
Lebanon,LBN,1978,10230
Lebanon,LBN,1979,10230
Lebanon,LBN,1980,10230
Lebanon,LBN,1981,10230
Lebanon,LBN,1982,10230
Lebanon,LBN,1983,10230
Lebanon,LBN,1984,10230
Lebanon,LBN,1985,10230
Lebanon,LBN,1986,10230
Lebanon,LBN,1987,10230
Lebanon,LBN,1988,10230
Lebanon,LBN,1989,10230
Lebanon,LBN,1990,10230
Lebanon,LBN,1991,10230
Lebanon,LBN,1992,10230
Lebanon,LBN,1993,10230
Lebanon,LBN,1994,10230
Lebanon,LBN,1995,10230
Lebanon,LBN,1996,10230
Lebanon,LBN,1997,10230
Lebanon,LBN,1998,10230
Lebanon,LBN,1999,10230
Lebanon,LBN,2000,10230
Lebanon,LBN,2001,10230
Lebanon,LBN,2002,10230
Lebanon,LBN,2003,10230
Lebanon,LBN,2004,10230
Lebanon,LBN,2005,10230
Lebanon,LBN,2006,10230
Lebanon,LBN,2007,10230
Lebanon,LBN,2008,10230
Lebanon,LBN,2009,10230
Lebanon,LBN,2010,10230
Lebanon,LBN,2011,10230
Lebanon,LBN,2012,10230
Lebanon,LBN,2013,10230
Lebanon,LBN,2014,10230
Lebanon,LBN,2015,10230
Lebanon,LBN,2016,10230
Lebanon,LBN,2017,10230
Lebanon,LBN,2018,10230
Lebanon,LBN,2019,10230
Lebanon,LBN,2020,10230
Lebanon,LBN,2021,10230
Oman,OMN,1961,309500
Oman,OMN,1962,309500
Oman,OMN,1963,309500
Oman,OMN,1964,309500
Oman,OMN,1965,309500
Oman,OMN,1966,309500
Oman,OMN,1967,309500
Oman,OMN,1968,309500
Oman,OMN,1969,309500
Oman,OMN,1970,309500
Oman,OMN,1971,309500
Oman,OMN,1972,309500
Oman,OMN,1973,309500
Oman,OMN,1974,309500
Oman,OMN,1975,309500
Oman,OMN,1976,309500
Oman,OMN,1977,309500
Oman,OMN,1978,309500
Oman,OMN,1979,309500
Oman,OMN,1980,309500
Oman,OMN,1981,309500
Oman,OMN,1982,309500
Oman,OMN,1983,309500
Oman,OMN,1984,309500
Oman,OMN,1985,309500
Oman,OMN,1986,309500
Oman,OMN,1987,309500
Oman,OMN,1988,309500
Oman,OMN,1989,309500
Oman,OMN,1990,309500
Oman,OMN,1991,309500
Oman,OMN,1992,309500
Oman,OMN,1993,309500
Oman,OMN,1994,309500
Oman,OMN,1995,309500
Oman,OMN,1996,309500
Oman,OMN,1997,309500
Oman,OMN,1998,309500
Oman,OMN,1999,309500
Oman,OMN,2000,309500
Oman,OMN,2001,309500
Oman,OMN,2002,309500
Oman,OMN,2003,309500
Oman,OMN,2004,309500
Oman,OMN,2005,309500
Oman,OMN,2006,309500
Oman,OMN,2007,309500
Oman,OMN,2008,309500
Oman,OMN,2009,309500
Oman,OMN,2010,309500
Oman,OMN,2011,309500
Oman,OMN,2012,309500
Oman,OMN,2013,309500
Oman,OMN,2014,309500
Oman,OMN,2015,309500
Oman,OMN,2016,309500
Oman,OMN,2017,309500
Oman,OMN,2018,309500
Oman,OMN,2019,309500
Oman,OMN,2020,309500
Oman,OMN,2021,309500
Pakistan,PAK,1961,770880
Pakistan,PAK,1962,770880
Pakistan,PAK,1963,770880
Pakistan,PAK,1964,770880
Pakistan,PAK,1965,770880
Pakistan,PAK,1966,770880
Pakistan,PAK,1967,770880
Pakistan,PAK,1968,770880
Pakistan,PAK,1969,770880
Pakistan,PAK,1970,770880
Pakistan,PAK,1971,770880
Pakistan,PAK,1972,770880
Pakistan,PAK,1973,770880
Pakistan,PAK,1974,770880
Pakistan,PAK,1975,770880
Pakistan,PAK,1976,770880
Pakistan,PAK,1977,770880
Pakistan,PAK,1978,770880
Pakistan,PAK,1979,770880
Pakistan,PAK,1980,770880
Pakistan,PAK,1981,770880
Pakistan,PAK,1982,770880
Pakistan,PAK,1983,770880
Pakistan,PAK,1984,770880
Pakistan,PAK,1985,770880
Pakistan,PAK,1986,770880
Pakistan,PAK,1987,770880
Pakistan,PAK,1988,770880
Pakistan,PAK,1989,770880
Pakistan,PAK,1990,770880
Pakistan,PAK,1991,770880
Pakistan,PAK,1992,770880
Pakistan,PAK,1993,770880
Pakistan,PAK,1994,770880
Pakistan,PAK,1995,770880
Pakistan,PAK,1996,770880
Pakistan,PAK,1997,770880
Pakistan,PAK,1998,770880
Pakistan,PAK,1999,770880
Pakistan,PAK,2000,770880
Pakistan,PAK,2001,770880
Pakistan,PAK,2002,770880
Pakistan,PAK,2003,770880
Pakistan,PAK,2004,770880
Pakistan,PAK,2005,770880
Pakistan,PAK,2006,770880
Pakistan,PAK,2007,770880
Pakistan,PAK,2008,770880
Pakistan,PAK,2009,770880
Pakistan,PAK,2010,770880
Pakistan,PAK,2011,770880
Pakistan,PAK,2012,770880
Pakistan,PAK,2013,770880
Pakistan,PAK,2014,770880
Pakistan,PAK,2015,770880
Pakistan,PAK,2016,770880
Pakistan,PAK,2017,770880
Pakistan,PAK,2018,770880
Pakistan,PAK,2019,770880
Pakistan,PAK,2020,770880
Pakistan,PAK,2021,770880
Palestine,PSE,1961,6020
Palestine,PSE,1962,6020
Palestine,PSE,1963,6020
Palestine,PSE,1964,6020
Palestine,PSE,1965,6020
Palestine,PSE,1966,6020
Palestine,PSE,1967,6020
Palestine,PSE,1968,6020
Palestine,PSE,1969,6020
Palestine,PSE,1970,6020
Palestine,PSE,1971,6020
Palestine,PSE,1972,6020
Palestine,PSE,1973,6020
Palestine,PSE,1974,6020
Palestine,PSE,1975,6020
Palestine,PSE,1976,6020
Palestine,PSE,1977,6020
Palestine,PSE,1978,6020
Palestine,PSE,1979,6020
Palestine,PSE,1980,6020
Palestine,PSE,1981,6020
Palestine,PSE,1982,6020
Palestine,PSE,1983,6020
Palestine,PSE,1984,6020
Palestine,PSE,1985,6020
Palestine,PSE,1986,6020
Palestine,PSE,1987,6020
Palestine,PSE,1988,6020
Palestine,PSE,1989,6020
Palestine,PSE,1990,6020
Palestine,PSE,1991,6020
Palestine,PSE,1992,6020
Palestine,PSE,1993,6020
Palestine,PSE,1994,6020
Palestine,PSE,1995,6020
Palestine,PSE,1996,6020
Palestine,PSE,1997,6020
Palestine,PSE,1998,6020
Palestine,PSE,1999,6020
Palestine,PSE,2000,6020
Palestine,PSE,2001,6020
Palestine,PSE,2002,6020
Palestine,PSE,2003,6020
Palestine,PSE,2004,6020
Palestine,PSE,2005,6020
Palestine,PSE,2006,6020
Palestine,PSE,2007,6020
Palestine,PSE,2008,6020
Palestine,PSE,2009,6020
Palestine,PSE,2010,6020
Palestine,PSE,2011,6020
Palestine,PSE,2012,6020
Palestine,PSE,2013,6020
Palestine,PSE,2014,6020
Palestine,PSE,2015,6020
Palestine,PSE,2016,6020
Palestine,PSE,2017,6020
Palestine,PSE,2018,6020
Palestine,PSE,2019,6020
Palestine,PSE,2020,6020
Palestine,PSE,2021,6020
Qatar,QAT,1961,11610
Qatar,QAT,1962,11610
Qatar,QAT,1963,11610
Qatar,QAT,1964,11610
Qatar,QAT,1965,11610
Qatar,QAT,1966,11610
Qatar,QAT,1967,11610
