Entity,Code,Year,3_0_Energy_intensity
Thailand,THA,2008,1.3861121564216614
Thailand,THA,2009,1.3888900000000002
Thailand,THA,2010,1.4166677735090256
Thailand,THA,2011,1.402778952981949
Thailand,THA,2012,1.402778952981949
Thailand,THA,2013,1.4666678982801438
Thailand,THA,2014,1.4444455470180513
Thailand,THA,2015,1.4083345076837541
Thailand,THA,2016,1.3944455547018053
Thailand,THA,2017,1.3305566094036103
Thailand,THA,2018,1.2500010000000001
Thailand,THA,2019,1.2555565547018053
Vietnam,VNM,2000,1.4166677735090256
Vietnam,VNM,2001,1.4222233282108308
Vietnam,VNM,2002,1.4583345
Vietnam,VNM,2003,1.433334437614441
Vietnam,VNM,2004,1.4805567188072206
Vietnam,VNM,2005,1.4583345
Vietnam,VNM,2006,1.3972233982801439
Vietnam,VNM,2007,1.402778952981949
Vietnam,VNM,2008,1.4194456170873644
Vietnam,VNM,2009,1.4694456094036104
Vietnam,VNM,2010,1.522223445298195
Vietnam,VNM,2011,1.4361122811927796
Vietnam,VNM,2012,1.3805566017198563
Vietnam,VNM,2013,1.3472232735090257
Vietnam,VNM,2014,1.4222233282108308
Vietnam,VNM,2015,1.4250011717891695
Vietnam,VNM,2016,1.2583343982801438
Vietnam,VNM,2017,1.2166676717891693
Vietnam,VNM,2018,1.3166676564216615
Vietnam,VNM,2019,1.3666677811927797
